,ip,tcm_id,response,xd
48001,4632747,tcm:526-164352,0,05-30
15750,69440279,tcm:526-653510,0,06-26
21198,46718781,tcm:526-164352,0,05-30
39376,21415115,tcm:526-259315,0,10-30
70058,83457412,tcm:526-208086,0,09-26
41994,15749658,tcm:526-16645,0,07-24
54155,8779806,tcm:526-199040,0,08-28
29597,56990517,tcm:526-149043,1,07-24
11867,42441995,tcm:526-93195,1,04-25
57891,11887764,tcm:526-116442,0,10-30
9959,98501471,tcm:526-782343,0,04-25
79776,95341607,tcm:526-116442,0,10-30
34594,68366258,tcm:526-681575,0,03-27
68294,39419955,tcm:526-12174,0,04-25
52158,80705264,tcm:526-239640,0,08-28
64362,19578578,tcm:526-244935,0,07-24
80184,74766154,tcm:526-12174,0,08-28
13449,92418494,tcm:526-16645,0,05-30
45842,35925333,tcm:526-153236,0,10-30
3358,57965543,tcm:526-208086,0,10-30
78019,3841728,tcm:526-244935,0,07-24
19925,82276828,tcm:526-208086,0,07-24
50608,58501176,tcm:526-388698,0,04-25
2808,29250674,tcm:526-418532,0,03-27
48570,29007256,tcm:526-653510,0,05-30
71771,19264012,tcm:526-12167,0,10-30
6177,65116442,tcm:526-18025,0,10-30
16887,54841031,tcm:526-259315,1,10-30
6532,29923938,tcm:526-704480,0,08-28
7023,63423394,tcm:526-208086,0,06-26
51377,11174143,tcm:526-258965,0,09-26
48576,29007256,tcm:526-681575,0,03-27
25968,6503523,tcm:526-654768,0,03-27
71093,44770687,tcm:526-16645,0,06-26
71157,11946051,tcm:526-191289,0,06-26
23134,24678410,tcm:526-191289,0,06-26
40939,52156914,tcm:526-22867,0,10-30
55317,80870056,tcm:526-93195,1,04-25
13294,86664956,tcm:526-258965,0,09-26
23346,88013219,tcm:526-654768,0,03-27
46845,894173,tcm:526-688510,0,05-30
43930,8646481,tcm:526-656536,0,04-25
40751,83378529,tcm:526-346380,0,01-30
7746,21415256,tcm:526-116442,0,05-30
28471,8117284,tcm:526-12167,0,09-26
38084,5000932,tcm:526-12174,0,05-30
25013,17639664,tcm:526-16645,0,05-30
50123,65182315,tcm:526-707527,0,09-26
46494,96264869,tcm:526-22867,0,08-28
6763,21233638,tcm:526-199040,0,08-28
80123,28825733,tcm:526-681575,0,03-27
55414,22922706,tcm:526-248966,0,10-30
60582,75754754,tcm:526-12174,0,09-26
12244,53611516,tcm:526-239640,0,08-28
52997,98915158,tcm:526-224772,0,02-27
28704,13134971,tcm:526-22867,0,09-26
14392,16315185,tcm:526-164352,0,05-30
72901,52974269,tcm:526-654768,0,03-27
42737,32375072,tcm:526-208086,1,08-28
77839,15630763,tcm:526-204679,0,01-30
35727,58996382,tcm:526-681575,0,03-27
73843,25157725,tcm:526-492865,0,02-27
59410,61858981,tcm:526-116442,1,08-28
15889,74586798,tcm:526-13782,1,07-24
22459,8751670,tcm:526-385364,0,01-30
10906,50226602,tcm:526-418532,1,02-27
60830,48684884,tcm:526-208086,0,03-27
22985,58331296,tcm:526-46242,0,05-30
13212,32975618,tcm:526-208086,0,05-30
80203,74766154,tcm:526-276414,1,02-27
74946,94832306,tcm:526-199040,0,08-28
37031,49437890,tcm:526-22867,0,10-30
67664,93219641,tcm:526-12174,0,10-30
44332,19475507,tcm:526-682576,1,03-27
63879,84211338,tcm:526-418532,0,02-27
40504,89952028,tcm:526-12174,0,08-28
29272,50461095,tcm:526-704480,0,08-28
3669,34722158,tcm:526-249921,0,02-27
8335,10206289,tcm:526-80807,0,03-27
16919,54841031,tcm:526-149043,0,05-30
13617,9457433,tcm:526-208086,0,07-24
47164,20324380,tcm:526-492865,1,02-27
72955,47778664,tcm:526-209028,0,01-30
73047,38617513,tcm:526-707527,0,09-26
362,21638664,tcm:526-654768,0,03-27
72796,96339085,tcm:526-231792,0,10-30
48986,45003754,tcm:526-16645,0,07-24
42013,44795129,tcm:526-149043,1,07-24
13437,92418494,tcm:526-388698,0,04-25
24680,34544166,tcm:526-388698,0,04-25
31108,21616800,tcm:526-16645,0,06-26
77743,27336156,tcm:526-12174,0,10-30
53412,44268505,tcm:526-116442,1,05-30
62189,56035332,tcm:526-149043,1,05-30
10027,33048621,tcm:526-10838,0,09-26
17130,18163320,tcm:526-16645,0,06-26
49628,49371670,tcm:526-656536,0,04-25
64797,34386364,tcm:526-208086,0,05-30
22466,8751670,tcm:526-208086,0,04-25
22575,92157303,tcm:526-10787,0,02-27
60885,41810551,tcm:526-52560,0,02-27
28212,1129968,tcm:526-209216,0,01-30
77921,58147318,tcm:526-684643,1,04-25
46388,15566023,tcm:526-656536,0,04-25
54845,16612237,tcm:526-191289,0,06-26
64197,99604510,tcm:526-704480,0,08-28
75829,53038432,tcm:526-187302,0,02-27
65701,65908968,tcm:526-10787,0,02-27
65378,28658409,tcm:526-12167,0,10-30
28905,88260415,tcm:526-149043,0,05-30
41071,90913867,tcm:526-679101,0,04-25
37965,9568870,tcm:526-674187,0,03-27
35058,96007065,tcm:526-116442,0,09-26
64000,94100769,tcm:526-244935,0,07-24
25958,6503523,tcm:526-208086,0,06-26
17544,20039937,tcm:526-231792,0,10-30
1945,7065821,tcm:526-653510,0,06-26
6687,29370138,tcm:526-551763,0,02-27
38742,76414346,tcm:526-682379,0,06-26
42444,3857212,tcm:526-208086,0,05-30
73562,26140567,tcm:526-208086,0,09-26
24784,54746273,tcm:526-204679,0,01-30
55638,6428269,tcm:526-149043,1,07-24
2297,96203156,tcm:526-149043,0,06-26
19284,19695368,tcm:526-208086,0,10-30
39084,8082604,tcm:526-670542,0,03-27
7109,26211712,tcm:526-208086,0,06-26
76341,99455144,tcm:526-204679,0,01-30
70081,83457412,tcm:526-22867,0,08-28
32124,11853271,tcm:526-149043,0,07-24
50320,88600965,tcm:526-674187,0,03-27
9521,28829784,tcm:526-712788,0,06-26
60684,63984368,tcm:526-388698,1,04-25
857,52856695,tcm:526-208086,0,10-30
7543,8703081,tcm:526-231792,0,10-30
58960,7644846,tcm:526-10838,0,09-26
8357,10206289,tcm:526-244935,0,06-26
26829,45544986,tcm:526-16645,0,07-24
78299,63079092,tcm:526-10838,0,08-28
75813,53038432,tcm:526-12174,0,09-26
33681,79453403,tcm:526-116442,1,05-30
79255,49088250,tcm:526-670542,0,03-27
16837,94590770,tcm:526-116442,0,05-30
26271,59258749,tcm:526-653510,0,06-26
9328,31271084,tcm:526-116442,0,10-30
41371,32462819,tcm:526-22867,0,09-26
25720,96388298,tcm:526-492865,0,02-27
76736,65277080,tcm:526-239640,0,07-24
24278,50730920,tcm:526-149043,0,07-24
23874,91125739,tcm:526-244935,0,06-26
47399,86708778,tcm:526-385364,1,01-30
13864,18764487,tcm:526-707527,0,09-26
19038,77062004,tcm:526-704480,0,08-28
41021,1663367,tcm:526-204679,0,01-30
33763,57361883,tcm:526-688510,0,05-30
3899,24600825,tcm:526-149043,0,05-30
40782,83378529,tcm:526-10838,0,08-28
68632,27711499,tcm:526-688510,1,05-30
7893,40932350,tcm:526-116442,0,10-30
11768,69669303,tcm:526-249037,0,04-25
79337,97362416,tcm:526-228258,0,02-27
37627,25147697,tcm:526-653510,0,07-24
55961,8821493,tcm:526-224772,1,02-27
42903,48688450,tcm:526-276414,0,02-27
37629,25147697,tcm:526-695181,1,07-24
56463,3598262,tcm:526-244935,0,07-24
7006,63423394,tcm:526-204679,0,01-30
37553,10117806,tcm:526-10838,0,08-28
75248,12039627,tcm:526-228258,0,02-27
49088,59350046,tcm:526-16645,0,06-26
46338,28753495,tcm:526-688510,0,05-30
27370,88822933,tcm:526-208086,0,04-25
14326,16315185,tcm:526-208086,1,06-26
9468,30848221,tcm:526-12174,0,09-26
34811,32240400,tcm:526-116442,0,05-30
4402,81433217,tcm:526-244935,0,07-24
72591,46755036,tcm:526-674187,0,03-27
13396,3957311,tcm:526-259315,0,10-30
70349,25668898,tcm:526-258965,0,09-26
7798,21415256,tcm:526-208086,0,08-28
4446,81433217,tcm:526-273898,0,01-30
18929,20124918,tcm:526-653510,0,06-26
77942,58147318,tcm:526-12167,0,10-30
61285,81582489,tcm:526-208086,1,04-25
23150,17695510,tcm:526-684643,0,04-25
70936,90523021,tcm:526-682576,0,03-27
76211,41713383,tcm:526-259315,0,10-30
33453,1565484,tcm:526-707567,0,09-26
78946,23262943,tcm:526-654768,0,03-27
3223,13939207,tcm:526-695181,0,08-28
62236,44681278,tcm:526-248966,1,10-30
70037,22186520,tcm:526-224772,0,02-27
24866,64153606,tcm:526-346380,0,01-30
11209,91069521,tcm:526-684643,0,04-25
48785,17439861,tcm:526-248966,0,10-30
66078,46374817,tcm:526-18025,1,10-30
17376,44703912,tcm:526-10838,0,08-28
4341,41220351,tcm:526-704480,0,08-28
8052,430968,tcm:526-239640,0,07-24
22547,93914554,tcm:526-682379,0,06-26
13368,3957311,tcm:526-12174,0,07-24
23302,88013219,tcm:526-712788,0,06-26
26278,78210452,tcm:526-199040,0,08-28
7785,21415256,tcm:526-208086,0,09-26
67732,39985342,tcm:526-40469,0,07-24
57759,43084020,tcm:526-10838,0,09-26
77823,15630763,tcm:526-237984,0,06-26
49401,55015904,tcm:526-12167,0,10-30
43059,56196520,tcm:526-670542,0,03-27
66836,81753916,tcm:526-707527,0,09-26
71386,49258377,tcm:526-46242,0,05-30
60523,75754754,tcm:526-704480,0,08-28
23335,88013219,tcm:526-18025,0,10-30
39234,77912622,tcm:526-46242,0,05-30
42281,53349469,tcm:526-418532,0,03-27
8980,85279211,tcm:526-248966,0,10-30
62477,12478092,tcm:526-261006,0,01-30
31756,4191679,tcm:526-52560,0,02-27
76495,65537513,tcm:526-208086,0,10-30
31151,59804902,tcm:526-208086,0,03-27
24116,8297780,tcm:526-261006,0,01-30
22544,93914554,tcm:526-653510,0,06-26
36033,55348534,tcm:526-492865,1,02-27
50041,60301491,tcm:526-418532,0,03-27
53425,44268505,tcm:526-239640,0,08-28
74495,28188696,tcm:526-208086,0,08-28
64556,45552080,tcm:526-12180,1,03-27
5777,22889057,tcm:526-10849,0,09-26
79718,33522996,tcm:526-12174,0,06-26
9198,48057319,tcm:526-388698,0,04-25
65293,32353688,tcm:526-52560,0,02-27
55428,22922706,tcm:526-244935,1,06-26
19994,69530129,tcm:526-116442,0,09-26
54345,80405195,tcm:526-191289,0,06-26
36306,33672820,tcm:526-40469,0,07-24
58390,93560826,tcm:526-707567,0,09-26
73338,29009869,tcm:526-655038,0,01-30
491,80330542,tcm:526-13782,0,08-28
29427,34204982,tcm:526-670542,0,03-27
29535,84785102,tcm:526-12167,0,09-26
63989,94100769,tcm:526-209028,0,01-30
24758,54746273,tcm:526-10787,0,02-27
26660,5674577,tcm:526-12180,0,03-27
18885,35718610,tcm:526-653510,0,05-30
74240,64069272,tcm:526-388698,0,04-25
14419,43596104,tcm:526-346380,0,01-30
8387,6705005,tcm:526-93195,1,04-25
59055,34666197,tcm:526-418532,0,02-27
57484,65626338,tcm:526-670542,1,03-27
14593,1796062,tcm:526-93195,1,04-25
57500,65626338,tcm:526-209216,0,01-30
21851,37426802,tcm:526-712788,0,06-26
5412,4258605,tcm:526-228258,0,02-27
66024,46374817,tcm:526-12174,1,06-26
23443,16097501,tcm:526-164352,0,05-30
44624,95340972,tcm:526-199040,0,08-28
3469,18058312,tcm:526-688510,1,05-30
4000,50631052,tcm:526-681575,0,03-27
5219,36912302,tcm:526-231792,0,10-30
54509,24123480,tcm:526-12174,0,07-24
10349,45511368,tcm:526-153236,0,10-30
63705,20992820,tcm:526-695181,0,08-28
65752,65908968,tcm:526-655038,0,01-30
62483,12478092,tcm:526-346380,0,01-30
29416,34204982,tcm:526-12167,0,09-26
74250,64069272,tcm:526-199040,0,08-28
64169,99604510,tcm:526-681575,1,03-27
21620,47363125,tcm:526-153236,0,10-30
39889,64920697,tcm:526-654768,0,03-27
17247,78096349,tcm:526-654768,0,03-27
18507,55499139,tcm:526-782343,1,01-30
73805,46878913,tcm:526-10838,0,08-28
75127,92323691,tcm:526-164352,0,05-30
11654,21803519,tcm:526-231792,0,10-30
18896,35718610,tcm:526-18025,0,10-30
63243,84468148,tcm:526-670542,1,03-27
22302,39755942,tcm:526-10849,0,09-26
73804,46878913,tcm:526-116442,0,08-28
8787,31100103,tcm:526-688510,1,05-30
71058,44770687,tcm:526-208086,0,04-25
46134,6137246,tcm:526-153236,0,10-30
22276,39755942,tcm:526-239640,0,07-24
63659,20992820,tcm:526-782343,0,04-25
7227,76211060,tcm:526-656536,0,04-25
10079,2998426,tcm:526-208086,0,03-27
21474,12023267,tcm:526-10838,0,09-26
59328,36527870,tcm:526-12174,0,08-28
57861,11887764,tcm:526-93195,0,05-30
30692,80365990,tcm:526-204679,0,01-30
29524,84785102,tcm:526-22867,0,08-28
62025,25416695,tcm:526-208086,1,07-24
23175,17695510,tcm:526-249921,0,02-27
58982,7644846,tcm:526-208086,0,05-30
5220,36912302,tcm:526-208086,0,10-30
54439,82703024,tcm:526-13782,0,07-24
63920,19537750,tcm:526-681575,0,03-27
51845,7357379,tcm:526-237984,0,06-26
7489,75048324,tcm:526-191289,1,06-26
19647,63090872,tcm:526-18025,0,10-30
17492,20039937,tcm:526-682576,0,03-27
50583,58501176,tcm:526-10849,0,09-26
68550,63039167,tcm:526-388698,1,04-25
14159,3202598,tcm:526-18025,1,10-30
32872,62585640,tcm:526-187302,0,02-27
55853,75903528,tcm:526-695181,0,08-28
16593,8765291,tcm:526-80807,0,03-27
60231,96944088,tcm:526-22867,1,10-30
20959,49553283,tcm:526-13782,0,08-28
64112,42107013,tcm:526-149043,0,07-24
73253,9371100,tcm:526-22867,0,10-30
47807,98635441,tcm:526-208086,0,09-26
33202,27059765,tcm:526-418532,0,02-27
80601,49710303,tcm:526-116442,0,09-26
49703,27079591,tcm:526-208086,0,06-26
14857,16246822,tcm:526-10838,0,08-28
27043,94804282,tcm:526-93195,1,04-25
64942,61317971,tcm:526-784445,0,01-30
24216,85584686,tcm:526-12174,1,09-26
19029,77062004,tcm:526-52560,0,02-27
26204,59258749,tcm:526-12174,0,04-25
52023,46360634,tcm:526-208086,0,03-27
41432,30548561,tcm:526-684643,1,04-25
12788,17596063,tcm:526-12174,0,05-30
38861,52475796,tcm:526-116442,0,10-30
47504,56349294,tcm:526-682576,0,03-27
16939,33226655,tcm:526-681575,0,03-27
73158,1828956,tcm:526-10849,0,09-26
76012,78763613,tcm:526-224772,0,02-27
38379,58125403,tcm:526-239640,0,08-28
42090,3201801,tcm:526-10787,0,02-27
11020,61808163,tcm:526-670542,0,03-27
62111,76498959,tcm:526-149043,0,05-30
9949,98501471,tcm:526-248966,0,10-30
17260,78096349,tcm:526-12167,0,09-26
58933,72137232,tcm:526-276414,1,02-27
35859,45317486,tcm:526-704480,0,08-28
78719,85770420,tcm:526-12174,0,07-24
65455,6091671,tcm:526-116442,0,08-28
30607,83584721,tcm:526-239640,0,08-28
48340,63974087,tcm:526-273898,0,01-30
74622,29357068,tcm:526-224772,0,02-27
17462,65393045,tcm:526-22867,1,08-28
34151,26502740,tcm:526-12174,0,04-25
44583,95340972,tcm:526-782343,0,04-25
75319,49483396,tcm:526-10787,0,02-27
33699,79453403,tcm:526-18025,0,10-30
20781,6022173,tcm:526-681575,1,03-27
4510,92533855,tcm:526-228258,0,02-27
13522,21882774,tcm:526-679101,0,04-25
17631,78576320,tcm:526-208086,0,09-26
33620,54947447,tcm:526-208086,0,09-26
33200,27059765,tcm:526-249921,0,02-27
19782,33906107,tcm:526-13782,1,07-24
38823,52475796,tcm:526-228258,0,02-27
61981,25416695,tcm:526-116442,0,08-28
76963,24204102,tcm:526-249921,0,02-27
80650,81024843,tcm:526-12174,0,07-24
41391,30548561,tcm:526-204679,0,01-30
18161,10876983,tcm:526-231792,0,10-30
42379,75667100,tcm:526-16645,0,05-30
69964,55251130,tcm:526-208086,0,07-24
3675,50563145,tcm:526-656536,0,04-25
37729,40497081,tcm:526-388698,0,04-25
11631,21803519,tcm:526-10849,0,09-26
80589,49710303,tcm:526-93195,0,05-30
64653,70830611,tcm:526-40469,0,07-24
45392,25784503,tcm:526-655038,0,01-30
41515,19579005,tcm:526-209028,0,01-30
40934,52156914,tcm:526-149043,0,07-24
36713,22133489,tcm:526-679101,1,04-25
74046,89736339,tcm:526-670542,0,03-27
41397,30548561,tcm:526-273898,0,01-30
41676,27848118,tcm:526-418532,0,02-27
23209,17695510,tcm:526-704480,0,08-28
4130,97772825,tcm:526-385364,1,01-30
45,83152687,tcm:526-208086,0,03-27
68215,60440839,tcm:526-244935,0,07-24
43228,52968643,tcm:526-707527,1,09-26
38211,12944090,tcm:526-653510,0,07-24
68482,23244109,tcm:526-244935,0,06-26
78851,899009,tcm:526-70899,0,04-25
10925,50226602,tcm:526-12174,1,06-26
67718,93219641,tcm:526-12174,0,08-28
57677,50544556,tcm:526-388698,0,04-25
66875,81753916,tcm:526-116442,0,10-30
42301,53349469,tcm:526-16645,0,07-24
75557,11023755,tcm:526-244935,0,07-24
45300,83913289,tcm:526-204679,0,01-30
79504,81073465,tcm:526-784445,0,01-30
14081,96761303,tcm:526-695181,0,08-28
61552,66246774,tcm:526-149043,0,07-24
34771,32240400,tcm:526-208086,0,03-27
73715,98500679,tcm:526-149043,0,06-26
57261,96237549,tcm:526-12180,1,03-27
16207,85836952,tcm:526-273898,0,01-30
2325,96203156,tcm:526-80807,1,03-27
64895,31824465,tcm:526-346380,0,01-30
22702,39216366,tcm:526-208086,0,07-24
78785,40575247,tcm:526-712788,0,06-26
21179,46718781,tcm:526-209216,0,01-30
726,77816729,tcm:526-10849,0,09-26
55473,22922706,tcm:526-209028,0,01-30
1452,16258638,tcm:526-707567,0,09-26
61300,81582489,tcm:526-551763,1,02-27
77465,51288730,tcm:526-93195,0,05-30
18404,72932977,tcm:526-13782,0,07-24
34481,37607223,tcm:526-208086,0,03-27
16524,99839210,tcm:526-670542,0,03-27
16395,10881976,tcm:526-239640,0,08-28
72158,26715024,tcm:526-784445,0,01-30
43621,32634341,tcm:526-80807,0,03-27
38457,60544241,tcm:526-208086,0,04-25
26267,59258749,tcm:526-149043,0,06-26
40611,62893415,tcm:526-93195,1,04-25
69195,48473068,tcm:526-16645,0,05-30
37580,10117806,tcm:526-116442,0,09-26
2448,88216067,tcm:526-149043,0,05-30
13705,50153164,tcm:526-13782,0,07-24
16460,66671651,tcm:526-93195,0,04-25
51432,11174143,tcm:526-208086,0,04-25
53571,80365598,tcm:526-164352,0,05-30
67490,26610038,tcm:526-12174,0,04-25
31799,33861494,tcm:526-679101,0,04-25
71745,52083303,tcm:526-418532,0,03-27
41861,21717468,tcm:526-12174,0,09-26
58589,16099560,tcm:526-16645,0,05-30
13822,18764487,tcm:526-784445,0,01-30
20978,49553283,tcm:526-388698,0,04-25
77367,72820492,tcm:526-12174,0,08-28
43959,8646481,tcm:526-12167,0,10-30
54061,58086379,tcm:526-10838,0,08-28
34282,1103855,tcm:526-12174,0,09-26
50013,60301491,tcm:526-782343,0,01-30
36710,22133489,tcm:526-228258,0,02-27
3594,34722158,tcm:526-654768,0,03-27
33691,79453403,tcm:526-209216,0,01-30
17520,20039937,tcm:526-249037,0,04-25
69148,48473068,tcm:526-116442,0,09-26
77835,15630763,tcm:526-258965,0,09-26
9449,30848221,tcm:526-12174,0,05-30
73144,93058502,tcm:526-22867,0,08-28
73990,30994140,tcm:526-655038,0,01-30
9345,94609840,tcm:526-695181,0,07-24
31144,59804902,tcm:526-418532,0,02-27
42563,86547416,tcm:526-209216,0,01-30
25435,91189938,tcm:526-116442,0,05-30
8826,31100103,tcm:526-191289,0,06-26
57359,49161178,tcm:526-12174,0,10-30
55095,71748204,tcm:526-681575,1,03-27
16538,99839210,tcm:526-93195,0,05-30
29399,5802402,tcm:526-70899,0,04-25
28119,25151468,tcm:526-492865,0,02-27
67273,9140781,tcm:526-782343,0,04-25
59161,65362127,tcm:526-80807,1,03-27
44307,19475507,tcm:526-244935,0,06-26
35353,68467916,tcm:526-13782,1,07-24
18687,98943563,tcm:526-688510,0,05-30
71351,49258377,tcm:526-52560,0,02-27
73707,98500679,tcm:526-12174,0,06-26
8404,6705005,tcm:526-22867,0,09-26
34153,26502740,tcm:526-244935,0,07-24
76148,17137602,tcm:526-40469,0,07-24
3843,24600825,tcm:526-209216,0,01-30
23533,79974866,tcm:526-22867,0,08-28
10698,89187702,tcm:526-93195,0,04-25
17032,78282752,tcm:526-782343,1,01-30
17475,65393045,tcm:526-10849,0,09-26
70502,72980406,tcm:526-208086,0,09-26
34147,26502740,tcm:526-656536,0,04-25
28439,8117284,tcm:526-704480,0,08-28
25081,64103947,tcm:526-46242,0,05-30
29122,19118805,tcm:526-653510,0,06-26
32893,62585640,tcm:526-784445,0,01-30
22322,19150580,tcm:526-199040,0,08-28
66314,77497898,tcm:526-116442,0,05-30
72885,52974269,tcm:526-784445,0,01-30
58768,25651523,tcm:526-259315,0,10-30
32540,95406142,tcm:526-12180,1,03-27
20122,84796812,tcm:526-208086,0,08-28
66754,91554674,tcm:526-191289,0,06-26
7487,75048324,tcm:526-16645,0,06-26
42770,32375072,tcm:526-12167,0,10-30
37306,1568403,tcm:526-10849,0,09-26
55261,80870056,tcm:526-492865,0,02-27
59797,70186693,tcm:526-16645,0,06-26
4039,50631052,tcm:526-204679,0,01-30
18978,20124918,tcm:526-116442,0,08-28
41271,35196705,tcm:526-261006,1,01-30
9393,94609840,tcm:526-248966,0,10-30
41163,58813779,tcm:526-782343,1,01-30
76364,63680941,tcm:526-209028,0,01-30
42675,83839662,tcm:526-418532,0,02-27
8895,94301658,tcm:526-276414,1,02-27
51580,16217778,tcm:526-782343,0,01-30
63506,3587410,tcm:526-273898,0,01-30
52531,54727263,tcm:526-224772,0,02-27
40195,71482759,tcm:526-16645,1,06-26
52222,80705264,tcm:526-70899,0,04-25
37885,49876134,tcm:526-10849,0,09-26
65504,6091671,tcm:526-208086,0,04-25
54252,12783832,tcm:526-681575,0,03-27
23861,91125739,tcm:526-208086,0,07-24
7524,8703081,tcm:526-199040,0,08-28
9675,67108585,tcm:526-653510,0,07-24
6820,21233638,tcm:526-10838,0,09-26
35803,74166011,tcm:526-116442,0,09-26
68399,64083953,tcm:526-199040,0,08-28
31938,64161485,tcm:526-653510,0,07-24
5834,22889057,tcm:526-681575,0,03-27
33028,93240481,tcm:526-208086,0,03-27
55311,80870056,tcm:526-782343,0,04-25
73399,79829481,tcm:526-149043,0,07-24
41076,90913867,tcm:526-209216,0,01-30
27693,20162520,tcm:526-208086,0,06-26
32060,11853271,tcm:526-249037,0,04-25
41813,50348513,tcm:526-388698,0,04-25
43928,8646481,tcm:526-249037,0,04-25
23844,51769958,tcm:526-10838,0,09-26
33559,54947447,tcm:526-276414,0,02-27
79458,81073465,tcm:526-681575,0,03-27
18328,9707359,tcm:526-208086,0,04-25
50202,52745594,tcm:526-681575,0,03-27
10726,40468399,tcm:526-688510,0,05-30
9783,90502,tcm:526-12167,0,10-30
54594,24409890,tcm:526-187302,0,02-27
54882,16612237,tcm:526-199040,0,08-28
38968,33470682,tcm:526-164352,0,05-30
33520,24484492,tcm:526-244935,0,06-26
2735,49409989,tcm:526-22867,0,10-30
79177,8761263,tcm:526-682576,0,03-27
14931,30014993,tcm:526-682576,1,03-27
794,77816729,tcm:526-653510,0,05-30
48255,77533063,tcm:526-248966,0,10-30
26258,59258749,tcm:526-418532,0,03-27
58674,70527327,tcm:526-237984,0,06-26
57180,2853693,tcm:526-239640,0,08-28
65305,32353688,tcm:526-149043,1,06-26
14256,52751416,tcm:526-704480,0,08-28
69683,89514764,tcm:526-670542,0,03-27
51858,7357379,tcm:526-653510,0,05-30
30791,68235149,tcm:526-204679,0,01-30
56245,97812819,tcm:526-418532,0,03-27
76510,65537513,tcm:526-704480,0,08-28
12842,8501994,tcm:526-164352,0,05-30
38422,60544241,tcm:526-707567,1,09-26
57207,2853693,tcm:526-209216,0,01-30
65574,73786710,tcm:526-208086,0,09-26
44827,53620647,tcm:526-231792,0,10-30
35423,99770004,tcm:526-259315,0,10-30
63728,80751782,tcm:526-116442,0,10-30
2981,7240042,tcm:526-707567,0,09-26
71315,97065341,tcm:526-707527,0,09-26
3536,48302410,tcm:526-209216,0,01-30
68756,27964565,tcm:526-656536,0,04-25
37239,21642285,tcm:526-782343,0,01-30
23240,83344721,tcm:526-12180,0,03-27
18811,86946414,tcm:526-259315,0,10-30
10574,8130823,tcm:526-12167,0,09-26
38352,58125403,tcm:526-655038,0,01-30
22880,28716366,tcm:526-93195,1,04-25
40654,62893415,tcm:526-10838,0,08-28
14978,45445021,tcm:526-695181,0,07-24
21088,96329435,tcm:526-654768,0,03-27
72448,52316037,tcm:526-52560,0,02-27
44378,47390898,tcm:526-209216,0,01-30
77927,58147318,tcm:526-116442,0,08-28
12963,66870713,tcm:526-239640,0,08-28
72882,52974269,tcm:526-653510,0,05-30
24374,44365508,tcm:526-204679,0,01-30
29024,59756023,tcm:526-259315,1,10-30
61448,62056694,tcm:526-116442,0,10-30
67038,44053117,tcm:526-12174,0,05-30
34702,84199855,tcm:526-116442,0,05-30
31675,7174105,tcm:526-10787,1,02-27
8838,31100103,tcm:526-199040,0,08-28
16301,95398581,tcm:526-653510,0,07-24
29659,53067043,tcm:526-681575,0,03-27
56436,3598262,tcm:526-116442,0,05-30
26787,62159474,tcm:526-12167,0,10-30
7434,75048324,tcm:526-93195,0,05-30
35782,74166011,tcm:526-653510,0,05-30
36643,56124946,tcm:526-695181,0,08-28
2465,88216067,tcm:526-704480,0,08-28
33943,88397979,tcm:526-116442,0,08-28
51577,16217778,tcm:526-209216,0,01-30
14745,96584970,tcm:526-674187,0,03-27
2388,50790231,tcm:526-22867,0,09-26
15479,41490171,tcm:526-273898,1,01-30
80073,29207583,tcm:526-149043,0,07-24
54643,24409890,tcm:526-22867,0,10-30
14377,16315185,tcm:526-276414,1,02-27
51731,70642143,tcm:526-209028,0,01-30
78682,85770420,tcm:526-682379,0,06-26
28974,47944661,tcm:526-208086,0,08-28
1950,7065821,tcm:526-208086,0,09-26
53647,39394802,tcm:526-12174,0,04-25
57490,65626338,tcm:526-244935,0,07-24
3071,94962385,tcm:526-93195,0,05-30
76221,41713383,tcm:526-208086,0,03-27
21261,84894536,tcm:526-784445,0,01-30
46195,76317912,tcm:526-18025,0,10-30
59799,70186693,tcm:526-653510,0,06-26
18446,55499139,tcm:526-116442,0,10-30
71635,91243393,tcm:526-208086,0,10-30
25019,17639664,tcm:526-16645,1,06-26
69811,52485631,tcm:526-695181,1,08-28
18998,77062004,tcm:526-16645,0,05-30
19261,19695368,tcm:526-10838,0,08-28
7998,430968,tcm:526-12174,0,09-26
45608,87205066,tcm:526-231792,0,10-30
32425,31265976,tcm:526-93195,1,05-30
59071,34666197,tcm:526-18025,0,10-30
69397,44999342,tcm:526-418532,0,03-27
65839,93471337,tcm:526-653510,0,07-24
29880,8545330,tcm:526-116442,0,08-28
74379,47053755,tcm:526-784445,0,01-30
29382,5802402,tcm:526-52560,0,02-27
43591,66357347,tcm:526-93195,0,05-30
24043,71970488,tcm:526-93195,0,05-30
4658,35849431,tcm:526-12174,0,04-25
69121,82710030,tcm:526-244935,0,07-24
76864,13415247,tcm:526-149043,0,06-26
64357,19578578,tcm:526-388698,0,04-25
3796,46970339,tcm:526-208086,0,04-25
65639,74892057,tcm:526-18025,0,10-30
47300,90941336,tcm:526-80807,0,03-27
32942,95745654,tcm:526-208086,0,09-26
43472,49641139,tcm:526-40469,0,07-24
66207,3018526,tcm:526-46242,0,05-30
72309,2603927,tcm:526-187302,0,02-27
51736,70642143,tcm:526-782343,0,01-30
36714,22133489,tcm:526-656536,0,04-25
78273,63079092,tcm:526-656536,0,04-25
35339,68467916,tcm:526-16645,0,06-26
47920,44368350,tcm:526-116442,0,08-28
53908,17945132,tcm:526-492865,1,02-27
